"edo","mun","loc","cons","s7c7ep01","s7c7ep02","s7c7ep03i","s7c7ep04ai","s7c7ep04bi","s7c7ep04ci","s7c7ep05i","s7c7ep06i","s7c7ep03ii","s7c7ep04aii","s7c7ep04bii","s7c7ep04cii","s7c7ep05ii","s7c7ep06ii","s7c7ep03iii","s7c7ep04aiii","s7c7ep04biii","s7c7ep04ciii","s7c7ep05iii","s7c7ep06iii","s7c7ep07","s7c7ep08i","s7c7ep09i","s7c7ep10i","s7c7ep11i","s7c7ep12i_lc","s7c7ep12i_lit","s7c7ep13i_mc","s7c7ep13i_mit","s7c7ep14i_edo","s7c7ep08ii","s7c7ep09ii","s7c7ep10ii","s7c7ep11ii","s7c7ep12ii_lc","s7c7ep12ii_lit","s7c7ep13ii_mc","s7c7ep13ii_mit","s7c7ep14ii_edo","s7c7ep08iii","s7c7ep09iii","s7c7ep10iii","s7c7ep11iii","s7c7ep12iii_lc","s7c7ep12iii_lit","s7c7ep13iii_mc","s7c7ep13iii_mit","s7c7ep14iii_edo","s7c7fp01","s7c7fp02","s7c7fp03","s7c7fp04","s7c7fp05","s7c7fp06","s7c7fp07","s7c7fp08","s7c7gp01","s7c7gp02","s7c7gp03a","s7c7gp03b","s7c7gp03c","s7c7gp03d","s7c7gp03e","s7c7gp04a","s7c7gp04b","s7c7gp04c","s7c7gp04d","s7c7gp04e","s7c7gp04_ca","s7c7gp04_cb","s7c7gp04_cc","s7c7gp04_cd","s7c7gp04_ce","s7c7gp05a","s7c7gp05b","s7c7gp05c","s7c7gp05d","s7c7gp05e","s7c7gp06a","s7c7gp06b","s7c7gp06c","s7c7gp06d","s7c7gp06e","s7c7gp07","s7c7gp08","s7c7gp09","s7c7gp09_c","s7c7gp10","s7c7gp11","s7c7gp12","s7c7gp12_c","s7c7gp13","s7c7hp01","s7c7hp02","s7c7hp03","s7c7hp04","s7c7hp05","s7c7hp06","s7c7hp07","s7c7hp08","s7c7hp09_lc","s7c7hp09_lit","s7c7hp10_mc","s7c7hp10_mit","s7c7hp11_edo","estrato","ponderador"
30,29,7,926,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
20,309,13,2411,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
5,30,73,1555,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
30,29,5,919,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
21,17,5,855,3,1,13,3,1,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,200,0,3,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
15,124,48,123,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
15,124,83,90,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
20,397,12,2343,4,1,13,10,1,NA,12,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,4,NA,NA,NA,NA,NA,50,0,4,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,1,100,1,NA,"",NA,"",NA,2,1914.9769291965
30,108,29,1447,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
24,19,44,1706,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
21,17,9,871,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,600,12,1,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,0,0,3,1,2,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
12,1,87,556,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
15,124,53,237,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
11,46,49,1808,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
15,124,38,183,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
21,164,21,741,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
11,46,49,1810,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
30,29,17,946,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
21,113,1,329,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
21,17,5,847,3,1,13,10,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,0,0,3,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
30,103,2,472,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
20,260,2,2179,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
27,13,15,1271,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
15,124,48,121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
15,124,32,210,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
30,159,42,1000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
12,1,297,580,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
13,59,55,387,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
15,67,18,43,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
15,124,38,191,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
30,103,2,474,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,600,12,2,1,"COYUTLA",51,"COYUTLA",30,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,75,0,3,1,1,2,NA,NA,NA,30,30,NA,NA,NA,2,2,NA,NA,NA,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
11,46,49,1810,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
27,8,259,1374,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,80,5,1,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,4,NA,NA,NA,NA,NA,0,0,4,1,2,NA,NA,NA,NA,60,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
27,5,110,1310,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
28,17,64,2506,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
11,30,71,1859,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
27,5,110,1303,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
15,67,18,45,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
20,309,13,2409,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,50,12,1,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,4,NA,NA,NA,NA,NA,0,0,4,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,1,2000,1,NA,"",NA,"",NA,1,994.5117739403
15,124,83,118,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,1,994.5117739403
